Messages,Sentiment
"pharma sector enjoyed most during COVID,now covid ineffective, so all the pharma stocks would be soon available at their pre covid level",
"operator trapping retailers in dr reddy, stay away, today or tomorrow it will touch 4100",
drReddy reports 706 cr against just 2 cr profit for same qtr last year. Even then stock not being allowed to go up. Get out. Bears very strong.,
"4100 rentry point, disappointed quarter",
Have an opinion on this news? Post your comment here.,
For some it might be fundamentally strong but a pro trader should understand the impact of FII and DII too. for more info v.gd/GjmAyK,
with yearly EapS of::180 trading at 52W low ......Grt operator ,
"Wonder how some bears are able to bring DrReddy, lupin etc. to 52 week low when 90 percent stocks are at 52 week high and sickness at all time high",
"angelhunter, Great . The world as per you has become disease free and will be able to survive on technology alone and hence only tech stocks will rally.",
"Had some tech company declared such good results, operators would have taken that at least 10 percent up. But, not DrReddy",
"pharma sector enjoyed most during COVID,now covid ineffective, so all the pharma stocks would be soon available at their pre covid level",
"operator trapping retailers in dr reddy, stay away, today or tomorrow it will touch 4100",
drReddy reports 706 cr against just 2 cr profit for same qtr last year. Even then stock not being allowed to go up. Get out. Bears very strong.,
"4100 rentry point, disappointed quarter",
Have an opinion on this news? Post your comment here.,
For some it might be fundamentally strong but a pro trader should understand the impact of FII and DII too. for more info v.gd/GjmAyK,
with yearly EapS of::180 trading at 52W low ......Grt operator ,
"Wonder how some bears are able to bring DrReddy, lupin etc. to 52 week low when 90 percent stocks are at 52 week high and sickness at all time high",
"angelhunter, Great . The world as per you has become disease free and will be able to survive on technology alone and hence only tech stocks will rally.",
"Had some tech company declared such good results, operators would have taken that at least 10 percent up. But, not DrReddy",
"pharma sector enjoyed most during COVID,now covid ineffective, so all the pharma stocks would be soon available at their pre covid level",
"operator trapping retailers in dr reddy, stay away, today or tomorrow it will touch 4100",
drReddy reports 706 cr against just 2 cr profit for same qtr last year. Even then stock not being allowed to go up. Get out. Bears very strong.,
"4100 rentry point, disappointed quarter",
Have an opinion on this news? Post your comment here.,
For some it might be fundamentally strong but a pro trader should understand the impact of FII and DII too. for more info v.gd/GjmAyK,
with yearly EapS of::180 trading at 52W low ......Grt operator ,
"Wonder how some bears are able to bring DrReddy, lupin etc. to 52 week low when 90 percent stocks are at 52 week high and sickness at all time high",
"angelhunter, Great . The world as per you has become disease free and will be able to survive on technology alone and hence only tech stocks will rally.",
"Had some tech company declared such good results, operators would have taken that at least 10 percent up. But, not DrReddy",
"pharma sector enjoyed most during COVID,now covid ineffective, so all the pharma stocks would be soon available at their pre covid level",
"operator trapping retailers in dr reddy, stay away, today or tomorrow it will touch 4100",
drReddy reports 706 cr against just 2 cr profit for same qtr last year. Even then stock not being allowed to go up. Get out. Bears very strong.,
"4100 rentry point, disappointed quarter",
Have an opinion on this news? Post your comment here.,
For some it might be fundamentally strong but a pro trader should understand the impact of FII and DII too. for more info v.gd/GjmAyK,
with yearly EapS of::180 trading at 52W low ......Grt operator ,
"Wonder how some bears are able to bring DrReddy, lupin etc. to 52 week low when 90 percent stocks are at 52 week high and sickness at all time high",
Investment and wealth quotes show how to build a fortune in the long-run and spend it wisely,
The top investing quotes from contrarians tell investors how they can profit by going against popular opinion,
"ETFs also exist for various asset classes, as leveraged investments that return some multiple of the underlying index,",
Such disappointment. The stock hasnt moved anywhere in the last 2 years. Its been a bitter experience holding this one.,
Tomorrow be ready all operator for strong upper circuit be ready for retailer buying opportunity........bnfs.at/891c,
BUY BHARTI FOR 250 PROFIT ACHIEVING POINT WITH ANALYST TELGRRM.......... bnfs.at/891c,
"BUY IOC 120 SL 119 TARGET 122/123, For AnyTips OrHelp wtzp... 73OO7 :311 :44",
Ready for next week with previous holdings its ready for break again with more profit...,
this is one of the worst performers in recent.mknths..from 5500 to 4200..I believe if nifty further downs it goes below 4000 surely..better avoid pharma and buy banks..atleast we can cover losses incurred in pharma,
Huge correction done in good fundamentally strong stocks buy in every dips for investment for more info v.gd/GjmAyK,
DR REDDYS LAB SHOWING GOOD STRENGTH STRONG LEVELS KEEP HOLD FOR LONG TURM ...,
Indian gdp growth is the fastest in the world. momentum expected,
DrReddy available at beaten down rates at 52 week low. Expect it to rise sharply from here.,
Impact of Covid left an strong impact on PHARMA sector the charts and volume bar reflects same. To know more for more info v.gd/GjmAyK,
The weekly momentum indicator has triggered a bullish crossover. However The RSI factor should be considered to analyse the Entry point.for more info v.gd/GjmAyK,
speedy recovery is expected from these levels...buy for for huge profit..,
Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,
"Indication a strong price strength, Check RSI. for more info v.gd/GjmAyK",
"Some Unauthorized News is coming from another forums, check now... Queen of future",
Fundamentally strong stock add at every dips for long term for more... Queen of future,
"if a trader feels that a particular stock price has potential to increase further, it is important to readjust the stop-loss option and reduce the risk factor",
"If you find that the demand is high, stock prices would be higher in most cases. This is when you can choose to refrain from buying that stock",
Intraday traders should go through historical data and research reports to gauge the demand for a particular stock,
Currently trading at lower price due to industry dynamics. But the stock has a long term upside potential for more info v.gd/GjmAyK,
To know the stocks details and updates for more info v.gd/GjmAyK,
"Some Unauthorized News is coming from another forums, check nowChek detls tlee-gram neha0103",
Stock seen heavy volumes in last couple of days due to the latest news like investment from Reliance.for more info v.gd/GjmAyK,
For some it might be fundamentally strong but a pro trader should understand the impact of FII and DII too. for more info v.gd/GjmAyK,
Bank sector will be more bullish in upcoming session...,
Currently trading at lower price due to industry dynamics. But the stock has a long term upside potential for more info v.gd/GjmAyK,
Low Interest rates and system liquidity will be a reason for bullish in upcoming trading sessions. To know when exactly to trade for more info v.gd/GjmAyK,
PMC fincrop next multibigger stock target RS.10 plus March 2022 buy and hold once again RS.100 plus next 2 years bnfs.at/891c,
Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos ..bnfs.at/891c,
